object_id,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river
8535,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
8536,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
8537,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
8538,['Made in'],['Chelsea'],[],[],['United States'],[],[],[],[],[],[]
8654,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8655,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8656,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8658,[],[],[],[],[],[],[],[],[],[],[]
8660,['Made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
8663,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8664,['Probably made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
8665,[],[],[],[],[],[],[],[],[],[],[]
8667,[],[],[],[],[],[],[],[],[],[],[]
8668,[],[],[],[],[],[],[],[],[],[],[]
8669,[],[],[],[],[],[],[],[],[],[],[]
8670,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8671,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8672,['Made in'],['Baltimore'],[],[],['United States'],[],[],[],[],[],[]
8673,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8674,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8675,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8676,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8677,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8678,[],[],[],[],[],[],[],[],[],[],[]
8679,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8680,['Made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8681,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
8682,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8683,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8684,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8685,"['Possibly made in', 'Possibly made in']","['Elizabeth', 'Manheim']",[],[],"['United States', 'United States']",[],[],[],[],[],[]
8716,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8717,[],[],[],[],[],[],[],[],[],[],[]
8718,[],[],[],[],[],[],[],[],[],[],[]
8719,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
8720,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
8721,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8722,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8723,['Made in'],['Providence'],[],[],['United States'],[],[],[],[],[],[]
8724,['Made in'],['Philadelphia'],[],[],['United States'],[],[],[],[],[],[]
8725,['Possibly made in'],['Portland'],[],[],['United States'],[],[],[],[],[],[]
8726,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8727,['Made in'],['Newport'],[],[],['United States'],[],[],[],[],[],[]
8728,"['Possibly made in', 'Possibly made in']","['Norfolk', 'Portsmouth']",[],[],"['United States', 'United States']",[],[],[],[],[],[]
8729,['Made in'],['Portsmouth'],[],[],['United States'],[],[],[],[],[],[]
8730,[],[],[],[],[],[],[],[],[],[],[]
8731,['Made in'],['Albany'],[],[],['United States'],[],[],[],[],[],[]
8732,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8733,[],[],[],[],[],[],[],[],[],[],[]
8734,[],[],[],[],[],[],[],[],[],[],[]
8735,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8736,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8737,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8738,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8739,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8740,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8741,['Made in'],['Philadelphia'],[],[],['United States'],[],[],[],[],[],[]
8742,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8743,[],[],[],[],[],[],[],[],[],[],[]
8744,[],[],[],[],[],[],[],[],[],[],[]
8745,[],[],[],[],[],[],[],[],[],[],[]
8746,[],[],[],[],[],[],[],[],[],[],[]
8747,[],[],[],[],[],[],[],[],[],[],[]
8748,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8749,['Made in'],['Hartford'],[],[],['United States'],[],[],[],[],[],[]
8750,['Made in'],['Baltimore'],[],[],['United States'],[],[],[],[],[],[]
8751,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8753,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8754,['Made in'],['Sandwich'],[],[],['United States'],[],[],[],[],[],[]
8755,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
8756,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
8757,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
8758,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
8759,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
8760,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
8761,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
8762,['Made in'],['New Lebanon'],[],[],['United States'],[],[],[],[],[],[]
8765,[],[],[],[],[],[],[],[],[],[],[]
8766,"['Possibly made in', 'Possibly made in']",[],[],[],"['United States', 'Germany']",[],[],[],[],[],[]
8767,['Made in'],[],[],[],['Netherlands'],[],[],[],[],[],[]
8768,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8771,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8772,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8773,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8774,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
8775,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
8776,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
8777,['Made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
8778,['Made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
8779,['Made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
8780,['Made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
8781,['Probably made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
8782,['Made in'],[],[],[],['England'],[],[],[],[],[],[]
8784,['Made in'],['Baltimore'],[],[],['United States'],[],[],[],[],[],[]
8785,['Made in'],['New Bedford'],[],[],['United States'],[],[],[],[],[],[]
8786,['Made in'],['Trenton'],[],[],['United States'],[],[],[],[],[],[]
8787,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8788,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8789,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8793,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8794,['Made in'],['Philadelphia'],[],[],['United States'],[],[],[],[],[],[]
8795,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8796,['Probably made in'],[],[],[],['England'],[],[],[],[],[],[]
8797,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
8800,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
8803,['Made in'],['Sheffield'],['South Yorkshire'],['South Yorkshire'],['England'],[],[],[],[],[],[]
8804,['Made in'],[],[],[],['China'],[],[],[],[],[],[]
8805,['Made in'],['Newark'],[],[],['United States'],[],[],[],[],[],[]
8807,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8808,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8809,['Made in'],['Boston'],[],[],['United States'],[],[],[],[],[],[]
8810,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8812,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8813,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8814,['Made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
8815,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8816,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8817,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8818,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8819,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8820,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8821,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8822,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8823,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8824,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8825,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8826,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8827,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8828,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8829,['Probably made in'],['Bennington'],[],[],['United States'],[],[],[],[],[],[]
8830,[],[],[],[],[],[],[],[],[],[],[]
8831,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8832,[],[],[],[],[],[],[],[],[],[],[]
8833,[],[],[],[],[],[],[],[],[],[],[]
8834,[],[],[],[],[],[],[],[],[],[],[]
8835,[],[],[],[],[],[],[],[],[],[],[]
8836,[],[],[],[],[],[],[],[],[],[],[]
8837,[],[],[],[],[],[],[],[],[],[],[]
8838,[],[],[],[],[],[],[],[],[],[],[]
8839,[],[],[],[],[],[],[],[],[],[],[]
8840,[],[],[],[],[],[],[],[],[],[],[]
8841,[],[],[],[],[],[],[],[],[],[],[]
8842,[],[],[],[],[],[],[],[],[],[],[]
8843,[],[],[],[],[],[],[],[],[],[],[]
8844,[],[],[],[],[],[],[],[],[],[],[]
8845,[],[],[],[],[],[],[],[],[],[],[]
8846,[],[],[],[],[],[],[],[],[],[],[]
8847,[],[],[],[],[],[],[],[],[],[],[]
8848,[],[],[],[],[],[],[],[],[],[],[]
8849,[],[],[],[],[],[],[],[],[],[],[]
8850,[],[],[],[],[],[],[],[],[],[],[]
8851,[],[],[],[],[],[],[],[],[],[],[]
8852,[],[],[],[],[],[],[],[],[],[],[]
8853,[],[],[],[],[],[],[],[],[],[],[]
8854,[],[],[],[],[],[],[],[],[],[],[]
8855,[],[],[],[],[],[],[],[],[],[],[]
8856,[],[],[],[],[],[],[],[],[],[],[]
8857,[],[],[],[],[],[],[],[],[],[],[]
8858,[],[],[],[],[],[],[],[],[],[],[]
8859,[],[],[],[],[],[],[],[],[],[],[]
8860,[],[],[],[],[],[],[],[],[],[],[]
8861,[],[],[],[],[],[],[],[],[],[],[]
8862,[],[],[],[],[],[],[],[],[],[],[]
8863,[],[],[],[],[],[],[],[],[],[],[]
8864,[],[],[],[],[],[],[],[],[],[],[]
8865,[],[],[],[],[],[],[],[],[],[],[]
8866,[],[],[],[],[],[],[],[],[],[],[]
8867,[],[],[],[],[],[],[],[],[],[],[]
8868,[],[],[],[],[],[],[],[],[],[],[]
8869,[],[],[],[],[],[],[],[],[],[],[]
8870,[],[],[],[],[],[],[],[],[],[],[]
8871,[],[],[],[],[],[],[],[],[],[],[]
8872,[],[],[],[],[],[],[],[],[],[],[]
8873,[],[],[],[],[],[],[],[],[],[],[]
8874,[],[],[],[],[],[],[],[],[],[],[]
8875,[],[],[],[],[],[],[],[],[],[],[]
8876,[],[],[],[],[],[],[],[],[],[],[]
8877,[],[],[],[],[],[],[],[],[],[],[]
8878,[],[],[],[],[],[],[],[],[],[],[]
8879,[],[],[],[],[],[],[],[],[],[],[]
8880,[],[],[],[],[],[],[],[],[],[],[]
8881,[],[],[],[],[],[],[],[],[],[],[]
8882,[],[],[],[],[],[],[],[],[],[],[]
8883,[],[],[],[],[],[],[],[],[],[],[]
8884,[],[],[],[],[],[],[],[],[],[],[]
8885,[],[],[],[],[],[],[],[],[],[],[]
8886,[],[],[],[],[],[],[],[],[],[],[]
8887,[],[],[],[],[],[],[],[],[],[],[]
8888,[],[],[],[],[],[],[],[],[],[],[]
8889,[],[],[],[],[],[],[],[],[],[],[]
8890,[],[],[],[],[],[],[],[],[],[],[]
8891,[],[],[],[],[],[],[],[],[],[],[]
8892,[],[],[],[],[],[],[],[],[],[],[]
8893,[],[],[],[],[],[],[],[],[],[],[]
8894,[],[],[],[],[],[],[],[],[],[],[]
8895,[],[],[],[],[],[],[],[],[],[],[]
8896,[],[],[],[],[],[],[],[],[],[],[]
8897,[],[],[],[],[],[],[],[],[],[],[]
8898,[],[],[],[],[],[],[],[],[],[],[]
8899,[],[],[],[],[],[],[],[],[],[],[]
8900,[],[],[],[],[],[],[],[],[],[],[]
8901,[],[],[],[],[],[],[],[],[],[],[]
8902,[],[],[],[],[],[],[],[],[],[],[]
8903,[],[],[],[],[],[],[],[],[],[],[]
8904,[],[],[],[],[],[],[],[],[],[],[]
8905,[],[],[],[],[],[],[],[],[],[],[]
8906,[],[],[],[],[],[],[],[],[],[],[]
8907,[],[],[],[],[],[],[],[],[],[],[]
8908,[],[],[],[],[],[],[],[],[],[],[]
8909,[],[],[],[],[],[],[],[],[],[],[]
8910,[],[],[],[],[],[],[],[],[],[],[]
8911,[],[],[],[],[],[],[],[],[],[],[]
8912,[],[],[],[],[],[],[],[],[],[],[]
8913,[],[],[],[],[],[],[],[],[],[],[]
8914,[],[],[],[],[],[],[],[],[],[],[]
8915,[],[],[],[],[],[],[],[],[],[],[]
8916,[],[],[],[],[],[],[],[],[],[],[]
8917,[],[],[],[],[],[],[],[],[],[],[]
8918,[],[],[],[],[],[],[],[],[],[],[]
8919,[],[],[],[],[],[],[],[],[],[],[]
8920,[],[],[],[],[],[],[],[],[],[],[]
8921,[],[],[],[],[],[],[],[],[],[],[]
8922,[],[],[],[],[],[],[],[],[],[],[]
8923,[],[],[],[],[],[],[],[],[],[],[]
8924,[],[],[],[],[],[],[],[],[],[],[]
8925,[],[],[],[],[],[],[],[],[],[],[]
8926,[],[],[],[],[],[],[],[],[],[],[]
8927,[],[],[],[],[],[],[],[],[],[],[]
8928,[],[],[],[],[],[],[],[],[],[],[]
8929,[],[],[],[],[],[],[],[],[],[],[]
8930,[],[],[],[],[],[],[],[],[],[],[]
8931,[],[],[],[],[],[],[],[],[],[],[]
8932,[],[],[],[],[],[],[],[],[],[],[]
8933,[],[],[],[],[],[],[],[],[],[],[]
8934,[],[],[],[],[],[],[],[],[],[],[]
8935,[],[],[],[],[],[],[],[],[],[],[]
8936,[],[],[],[],[],[],[],[],[],[],[]
8937,[],[],[],[],[],[],[],[],[],[],[]
8938,[],[],[],[],[],[],[],[],[],[],[]
8939,[],[],[],[],[],[],[],[],[],[],[]
8940,[],[],[],[],[],[],[],[],[],[],[]
8941,[],[],[],[],[],[],[],[],[],[],[]
8942,[],[],[],[],[],[],[],[],[],[],[]
8943,[],[],[],[],[],[],[],[],[],[],[]
8944,[],[],[],[],[],[],[],[],[],[],[]
8945,[],[],[],[],[],[],[],[],[],[],[]
8946,[],[],[],[],[],[],[],[],[],[],[]
8947,[],[],[],[],[],[],[],[],[],[],[]
8948,[],[],[],[],[],[],[],[],[],[],[]
8949,[],[],[],[],[],[],[],[],[],[],[]
8950,[],[],[],[],[],[],[],[],[],[],[]
8951,[],[],[],[],[],[],[],[],[],[],[]
8952,[],[],[],[],[],[],[],[],[],[],[]
8953,[],[],[],[],[],[],[],[],[],[],[]
8954,[],[],[],[],[],[],[],[],[],[],[]
8955,[],[],[],[],[],[],[],[],[],[],[]
8956,[],[],[],[],[],[],[],[],[],[],[]
8957,[],[],[],[],[],[],[],[],[],[],[]
8958,[],[],[],[],[],[],[],[],[],[],[]
8959,[],[],[],[],[],[],[],[],[],[],[]
8960,[],[],[],[],[],[],[],[],[],[],[]
8961,[],[],[],[],[],[],[],[],[],[],[]
8962,[],[],[],[],[],[],[],[],[],[],[]
8963,[],[],[],[],[],[],[],[],[],[],[]
8964,[],[],[],[],[],[],[],[],[],[],[]
8965,[],[],[],[],[],[],[],[],[],[],[]
8966,[],[],[],[],[],[],[],[],[],[],[]
8967,[],[],[],[],[],[],[],[],[],[],[]
8968,[],[],[],[],[],[],[],[],[],[],[]
8975,[],[],[],[],[],[],[],[],[],[],[]
8982,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8983,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8984,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8985,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8987,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8988,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
8989,['Probably made in'],[],[],[],['United States'],[],[],[],[],[],[]
8990,['Probably made in'],[],[],[],['United States'],[],[],[],[],[],[]
8993,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8994,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8995,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8996,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8997,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8998,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
8999,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9000,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9001,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9002,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9003,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9004,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9005,['Possibly made in'],[],[],[],['United States'],[],[],[],[],[],[]
9010,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9012,['Probably made in'],[],[],[],['United States'],[],[],[],[],[],[]
9013,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9014,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9015,['Made in'],[],[],[],['United States'],['Midwest'],[],[],[],[],[]
9017,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9018,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9019,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9020,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9021,['Made in'],[],[],[],['United States'],['Midwest'],[],[],[],[],[]
9022,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9023,[],[],[],[],[],[],[],[],[],[],[]
9024,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9025,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9026,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9027,['Probably made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9028,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9029,['Possibly made in'],[],[],[],['United States'],[],[],[],[],[],[]
9030,[],[],[],[],[],[],[],[],[],[],[]
9031,['Probably made in'],['Philadelphia'],[],[],['United States'],[],[],[],[],[],[]
9032,[],[],[],[],[],[],[],[],[],[],[]
9033,['Made in'],[],[],[],['Czech Republic'],['Bohemia'],[],[],[],[],[]
9034,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9035,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9036,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9037,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9038,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9039,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9040,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9041,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9042,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
9043,['Made in'],['Findlay'],[],[],['United States'],[],[],[],[],[],[]
9044,['Made in'],['New York'],[],[],['United States'],[],[],[],[],[],[]
9046,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9047,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9048,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9049,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9050,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9051,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9052,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9053,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9054,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9056,['Possibly made in'],['Sandwich'],[],[],['United States'],[],[],[],[],[],[]
9057,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
9058,"['Possibly made in', 'Possibly made in']","['East Cambridge', 'Sandwich']",[],[],"['United States', 'United States']",[],[],[],[],[],[]
9059,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9060,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9061,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9063,['Made in'],[],[],[],['United States'],['New England'],[],[],[],[],[]
9064,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9065,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9066,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9067,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9068,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9069,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9070,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9071,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9072,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9073,['Made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9074,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9075,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9076,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9077,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9078,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9079,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9080,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9081,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9082,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9083,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9084,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9085,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9086,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
9087,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
9088,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9089,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9090,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9091,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9092,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9093,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9094,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9095,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9096,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9097,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9098,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9099,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9100,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9101,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9102,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9103,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9104,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9105,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9106,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9107,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9108,['Made in'],[],['West Midlands'],['West Midlands'],['England'],[],[],[],[],[],[]
9109,['Made in'],[],['West Midlands'],['West Midlands'],['England'],[],[],[],[],[],[]
9110,['Made in'],[],['West Midlands'],['West Midlands'],['England'],[],[],[],[],[],[]
9111,['Made in'],[],['West Midlands'],['West Midlands'],['England'],[],[],[],[],[],[]
9112,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
9113,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
9114,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
9115,['Made in'],['Tarentum'],[],[],['United States'],[],[],[],[],[],[]
9116,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9117,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9118,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9119,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
9120,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
9121,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
9122,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
9123,['Made in'],['East Cambridge'],[],[],['United States'],[],[],[],[],[],[]
9124,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9125,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9126,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9127,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9129,['Probably made in'],['Pittsburgh'],[],[],['United States'],[],[],[],[],[],[]
9130,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9131,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9132,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9133,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9134,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9135,['Made in'],[],[],[],['United States'],[],[],[],[],[],[]
9136,['Made in'],['Wheeling'],[],[],['United States'],[],[],[],[],[],[]
